name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Kostanay Kazakhstan,2017-11-29,-2,-9,-4.7,-2,-12.9,-7.8,-6.4,88.1,0,0,0,,0,0,22.3,18,46.6,1032.7,71.8,9.2,31.1,2.8,2,,2017-11-29T09:34:03,2017-11-29T17:33:17,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-11-30,-4.9,-11.3,-8.7,-9.4,-17.6,-14.1,-10.7,85.1,0,0,0,,0,0,33.1,21.6,25.6,1031,53.3,13.6,42,3.6,2,,2017-11-30T09:35:35,2017-11-30T17:32:29,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,remote,28952099999"
Kostanay Kazakhstan,2017-12-01,-8,-12,-10,-13.8,-20.6,-17.1,-11.4,89.8,0,0,0,,0,0,32,25.2,15.9,1035.1,91.6,10.2,35.5,3.1,2,,2017-12-01T09:37:06,2017-12-01T17:31:44,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-02,-9,-11,-9.5,-9,-15.5,-12.1,-10.7,90.8,0.2,100,4.17,snow,0,0.1,22.3,14.4,14.9,1040.1,98.8,7.7,20.1,1.7,1,,2017-12-02T09:38:34,2017-12-02T17:31:03,0.45,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-03,-7.7,-12,-9.9,-10.4,-18.6,-15.1,-11.4,89.1,0.6,100,8.33,snow,0,0.6,29.2,21.6,193.6,1040.4,95.4,11.9,26.7,2.4,1,,2017-12-03T09:40:00,2017-12-03T17:30:25,0.5,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-04,-1,-9,-4.7,-6.7,-15.3,-10.8,-9.1,72.2,0,0,0,snow,1,0.9,38.9,32.4,194.7,1033.6,86.4,13.5,19.2,1.6,1,,2017-12-04T09:41:24,2017-12-04T17:29:51,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-05,-0.9,-4,-2.9,-3.7,-11.5,-8.8,-7.3,71.7,0,0,0,,0,1,37.1,28.8,206.2,1029.7,79.6,13.7,16.6,1.4,1,,2017-12-05T09:42:45,2017-12-05T17:29:19,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,remote,28952099999"
Kostanay Kazakhstan,2017-12-06,-1.5,-10,-4.5,-4.2,-16.5,-10,-8.3,75.2,0,0,0,,0,1,30.6,25.2,189.6,1030.3,83.9,12.4,37.8,3.3,2,,2017-12-06T09:44:04,2017-12-06T17:28:52,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-07,-3,-11,-7,-9.2,-18.1,-13.7,-9.6,82.1,0,0,0,,0,0.4,35.6,28.8,143.3,1026.1,87.2,13.5,32.6,2.8,2,,2017-12-07T09:45:21,2017-12-07T17:28:28,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-08,-2.4,-6,-4.7,-7.2,-13,-10.8,-9.1,71.5,0,0,0,,0,0,31,25.2,117.6,1013.3,97.6,12.1,22.2,2,2,,2017-12-08T09:46:35,2017-12-08T17:28:07,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-09,-3.9,-6,-4.5,-3.9,-10.4,-7.4,-5.9,90.1,2,100,4.17,snow,4.8,3.7,24.5,14.4,57,1001.4,98.4,5.3,8.6,0.7,0,,2017-12-09T09:47:46,2017-12-09T17:27:50,0.69,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-10,-5,-10,-7.9,-8.4,-18.7,-14.8,-9,91.3,9,100,8.33,snow,2.1,10,36.4,28.8,333.1,1008.9,94,6.7,22.1,1.9,1,,2017-12-10T09:48:55,2017-12-10T17:27:37,0.75,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-11,-8.7,-20,-13.6,-12.6,-22.7,-18.1,-15.2,87.9,0.8,100,8.33,snow,0,12.7,23.4,18,307.8,1026.1,86.4,10.5,27,2.3,2,,2017-12-11T09:50:00,2017-12-11T17:27:27,0.76,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-12,-11,-25,-18.6,-12.1,-25.1,-20,-20.6,84.5,0.5,100,8.33,snow,0,13,14,10.8,349.3,1035.3,82.5,5.9,30,2.6,2,,2017-12-12T09:51:03,2017-12-12T17:27:21,0.79,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-13,-18.5,-24,-21.6,-18.5,-30.4,-23.1,-23.9,82,0,0,0,,0,13.2,15.1,7.2,152.9,1042.1,83.7,7.9,21.7,1.8,1,,2017-12-13T09:52:03,2017-12-13T17:27:19,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-14,-19.1,-29,-24.7,-20,-36.2,-27.4,-27.5,77.2,0,0,0,snow,13,13.2,14.4,10.8,160.2,1044,51.9,12.6,33.2,2.9,2,,2017-12-14T09:53:00,2017-12-14T17:27:20,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-15,-17.5,-28,-23.8,-17.5,-37.1,-27.2,-26.6,77.6,0,0,0,,0,12.8,14.4,10.8,168,1044.4,54.7,13.3,31.4,2.7,2,,2017-12-15T09:53:53,2017-12-15T17:27:26,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-16,-17,-29,-24.4,-17,-30.4,-24.6,-27.3,76.7,0,0,0,,0,12.1,11.5,7.2,192.1,1043.7,21.2,9.6,37.3,3.3,2,,2017-12-16T09:54:43,2017-12-16T17:27:34,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-17,-14,-29,-23.6,-14,-30.4,-24.1,-26.4,77.9,0,0,0,,0,12,9.7,7.2,22.6,1043.7,3.7,9.9,37.6,3.3,2,,2017-12-17T09:55:30,2017-12-17T17:27:47,0.97,Clear,Clear conditions throughout the day.,clear-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-18,-14,-28.7,-22.9,-14,-35.7,-24.7,-25.8,77.7,0,0,0,,0,11.8,10.8,10.8,17.9,1042.1,6.6,10.3,38.3,3.3,2,,2017-12-18T09:56:14,2017-12-18T17:28:03,0,Clear,Clear conditions throughout the day.,clear-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-19,-12,-26.4,-21.6,-14,-32.5,-24.9,-24.6,77.1,0,0,0,,0,10.9,12.2,10.8,5.7,1038.2,19.9,13.4,38.6,3.3,2,,2017-12-19T09:56:54,2017-12-19T17:28:23,0.03,Clear,Clear conditions throughout the day.,clear-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-20,-13,-27,-21.1,-13.6,-35.9,-24.2,-24.7,73.3,0,0,0,,0,10.1,19.1,10.8,196.6,1034.2,26.4,12.4,38.6,3.3,2,,2017-12-20T09:57:31,2017-12-20T17:28:46,0.07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-21,-10.9,-22,-17,-15,-28.7,-20.5,-20.1,77.4,0,0,0,,0,10,19.1,10.8,180.2,1033.1,41,13.5,37,3.3,2,,2017-12-21T09:58:05,2017-12-21T17:29:14,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-22,-4,-18,-9.1,-5,-27.4,-13.1,-11.9,80.4,0,0,0,,0,10,19.8,18,189.4,1030.1,54.6,13.5,34.8,2.9,2,,2017-12-22T09:58:34,2017-12-22T17:29:44,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-23,-8,-23,-14.2,-14.4,-32.5,-21.4,-16.5,82.8,0,0,0,snow,0.6,10.2,31.7,25.2,169.1,1019.9,74,9.6,22.4,2.1,1,,2017-12-23T09:59:01,2017-12-23T17:30:19,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-24,-10.4,-24,-16.4,-12.6,-26.9,-18,-18.5,84.2,0.4,100,4.17,snow,0.4,11.2,18,10.8,197.9,1010.4,65.6,11.5,27.3,2.4,1,,2017-12-24T09:59:23,2017-12-24T17:30:57,0.2,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-25,-12,-24,-16.2,-12,-24,-17.3,-18.1,84.9,1,100,4.17,snow,0,11.8,19.8,7.2,148.5,999.6,83.5,7.5,22.7,1.9,1,,2017-12-25T09:59:42,2017-12-25T17:31:38,0.24,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-26,-6,-14,-10.7,-6.1,-21.4,-16.1,-12.1,89.3,1,100,4.17,snow,1.3,12.7,26.6,21.6,53.3,992.9,98.9,4.6,19.4,1.7,1,,2017-12-26T09:59:58,2017-12-26T17:32:23,0.25,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-27,-13,-21,-17.6,-16,-28.6,-23.4,-19.7,83.9,1.7,100,8.33,snow,0,14,25.9,18,250.9,1011,50.2,11.6,34.9,3.1,2,,2017-12-27T10:00:10,2017-12-27T17:33:11,0.3,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-28,2.5,-21,-5.9,-1.7,-26.9,-9.8,-7.5,88.6,0,0,0,,0,14,43.2,36,215.4,1022.8,72.8,9,15.5,1.4,1,,2017-12-28T10:00:18,2017-12-28T17:34:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-29,2.3,-7,-1.4,-2,-10.6,-5.2,-3.2,87.6,0.3,100,4.17,snow,0,9.8,36.4,28.8,197.1,1027.1,80.3,10.6,22.4,2,1,,2017-12-29T10:00:22,2017-12-29T17:34:58,0.37,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,rain,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-30,-6.4,-13.9,-10.7,-8,-17.7,-12.9,-12.9,85,0,0,0,,0,8.4,14,14.4,134.8,1034.4,59.8,13.4,28.1,2.5,2,,2017-12-30T10:00:23,2017-12-30T17:35:56,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2017-12-31,-8,-17.1,-13.2,-8.7,-17.9,-14.3,-15.2,85.2,0,0,0,,0,8.2,19.8,10.8,121.5,1037.1,26,13.1,33.8,2.9,2,,2017-12-31T10:00:20,2017-12-31T17:36:57,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-01,-7.7,-15,-11.2,-11.5,-20.2,-16.6,-14.3,78.4,0,0,0,snow,8,7.1,22,21.6,123.7,1034.4,30,13.5,0,0,0,,2018-01-01T10:00:14,2018-01-01T17:38:02,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-02,-6,-13.2,-9.7,-12.4,-22.8,-16.8,-14.5,68.4,0,0,0,,0,8,25.9,25,134,1028.6,79.2,13.5,21.9,1.7,1,,2018-01-02T10:00:04,2018-01-02T17:39:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-03,-7.2,-11,-9.5,-7.2,-15.7,-12.6,-14.1,69.4,0,0,0,,0,7.8,24.8,17.8,127.7,1028.8,88.6,14.7,33.8,2.9,2,,2018-01-03T09:59:50,2018-01-03T17:40:19,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-04,-10.9,-20,-16.4,-14,-26.3,-20.7,-20.4,71.9,0,0,0,,0,7.1,17.3,10.8,132.1,1033.2,18.2,14.7,42.4,3.7,2,,2018-01-04T09:59:33,2018-01-04T17:41:32,0.57,Clear,Clear conditions throughout the day.,clear-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-05,-12,-22,-17.9,-14,-28.7,-22.8,-22.4,68.6,0,0,0,,0,7,18,10.8,121.9,1035.1,4.6,13.5,43.1,3.7,2,,2018-01-05T09:59:12,2018-01-05T17:42:48,0.61,Clear,Clear conditions throughout the day.,clear-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-06,-12,-26,-19.8,-14,-32.7,-23.3,-23.6,72.7,0,0,0,,0,7,16.6,10.8,110.2,1034.3,0,12.8,43.4,3.7,2,,2018-01-06T09:58:48,2018-01-06T17:44:07,0.64,Clear,Clear conditions throughout the day.,clear-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-07,-13,-23.5,-18.8,-13.6,-29.2,-22.6,-22.4,73.9,0,0,0,,0,7,18,10.8,138.1,1029.8,75.5,13.5,32.9,2.9,2,,2018-01-07T09:58:20,2018-01-07T17:45:28,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-08,-5,-20,-13,-13.2,-29.9,-20.9,-15.4,82.5,0,0,0,snow,0.1,7.4,48.2,39.6,184.1,1016.7,78.3,7.7,29.2,2.6,1,,2018-01-08T09:57:48,2018-01-08T17:46:51,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-09,-5.7,-14,-10.2,-13.3,-21.9,-18,-13.1,79.1,1,100,4.17,snow,0,8.9,41,28.8,209.8,1012.3,38.3,13.5,43.6,3.8,2,,2018-01-09T09:57:14,2018-01-09T17:48:17,0.75,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-10,-13,-23,-16.5,-13,-29.2,-20.1,-18.5,84.5,0,0,0,,0,9.1,23.8,14.4,213.7,1010.2,83,13.5,28.6,2.4,1,,2018-01-10T09:56:35,2018-01-10T17:49:45,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-11,-9.7,-15.8,-12.8,-14.2,-24.6,-20.5,-15,83.9,0,0,0,,0,9.2,31.7,25.2,278.4,1007.5,92.1,9.7,32.3,2.7,2,,2018-01-11T09:55:54,2018-01-11T17:51:16,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-12,-13,-27,-19.5,-13.9,-35.9,-24.5,-22.1,80.1,0.5,100,8.33,snow,0,9.2,20.5,21.6,282.3,1021.3,58,14.7,44.6,3.8,2,,2018-01-12T09:55:09,2018-01-12T17:52:48,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-13,-18.6,-26,-22.2,-18.6,-34.9,-30.1,-25.3,75.8,0,0,0,,0,9.2,19.1,18,296.4,1029.5,9,14.7,49.1,4.3,2,,2018-01-13T09:54:21,2018-01-13T17:54:23,0.87,Clear,Clear conditions throughout the day.,clear-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-14,-17,-29,-22.8,-18.8,-38.3,-29.3,-26.3,73.7,0,0,0,,0,9.3,16.9,14.4,207.3,1029,34.5,13.2,49.8,4.3,2,,2018-01-14T09:53:30,2018-01-14T17:56:00,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-15,-9.5,-18,-13.6,-9.5,-26.3,-19.1,-16.2,80.8,0,0,0,,0,8.8,22,18,280.1,1029.4,80.7,12.9,32.6,2.9,2,,2018-01-15T09:52:36,2018-01-15T17:57:38,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"UAUU,28952099999"
Kostanay Kazakhstan,2018-01-16,-9.9,-21,-15.7,-9.9,-28.7,-19.2,-17.9,83.5,0.2,100,4.17,snow,0,8.4,20.2,18,237.5,1028.6,72.7,11.7,29.9,2.6,1,,2018-01-16T09:51:38,2018-01-16T17:59:18,0.97,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"UAUU,28952099999"
